Borough,Block,Lot,Hour,Minute
MN,783,48,12,54
MN,1396,51,12,53
MN,1042,24,12,54
MN,506,7501,12,54
MN,1152,1,12,53
MN,1171,71,12,53
MN,602,83,12,55
MN,1119,36,12,59
MN,518,30,12,54
MN,135,31,12,53
MN,1271,46,12,54
MN,589,48,16,34
MN,189,25,16,38
MN,754,37,16,35
MN,1401,54,16,36
MN,1373,7506,16,40
MN,132,7501,16,33
MN,894,56,16,41
MN,1015,1,16,33
MN,1482,1,16,39
MN,789,69,16,37
MN,1113,7502,14,23
MN,1023,1,14,24
MN,1232,45,14,26
MN,1171,133,14,25
MN,588,66,14,26
MN,1396,158,14,26
MN,914,59,14,25
MN,316,200,14,23
MN,706,1,14,25
MN,1519,1,14,24
MN,1311,28,14,24
MN,1621,50,14,25
MN,892,25,14,22
MN,706,17,14,25
MN,995,1,12,49
MN,918,10,12,49
MN,1202,7501,12,50
MN,722,37,12,54
MN,662,19,14,21
MN,754,34,14,26
MN,1179,19,14,25
MN,877,60,14,23
MN,1211,135,14,25
MN,1532,1,14,22
MN,1494,50,13,49
MN,1507,21,13,49
MN,1197,29,13,47
MN,993,36,13,50
MN,912,38,13,52
MN,128,26,13,50
MN,882,48,13,51
MN,1138,7501,13,52
MN,830,77,13,46
MN,997,1,13,52
MN,544,65,13,52
MN,1230,61,13,52
MN,1312,69,13,54
MN,1289,1,13,55
MN,1334,41,13,50
MN,1563,22,13,54
MN,1006,7501,13,53
MN,1868,7502,13,51
MN,1021,26,13,54
MN,709,1,13,53
MN,627,9,13,55
MN,1232,31,13,53
MN,1492,49,13,54
MN,1402,7501,13,52
MN,642,66,13,54
MN,759,45,13,53
MN,757,22,13,52
MN,1158,7503,13,53
MN,1296,7502,13,54
MN,316,200,16,34
MN,424,26,16,34
MN,1376,21,16,36
MN,1582,40,16,32
MN,1033,22,16,32
MN,1039,62,16,33
MN,763,38,16,32
MN,999,7501,16,32
MN,1882,63,13,53
MN,883,20,13,55
MN,1492,69,13,49
MN,720,45,13,52
MN,915,36,15,52
MN,707,20,15,48
MN,1376,69,15,52
MN,700,36,15,46
MN,569,7503,15,50
MN,1396,17,15,49
MN,999,7501,15,50
MN,1408,1,15,47
MN,706,1,15,46
MN,1437,7,15,48
MN,1463,45,15,51
MN,241,13,15,50
MN,1532,10,15,50
MN,928,7505,15,52
MN,1217,64,15,52
MN,1003,7501,15,53
MN,78,4,15,49
MN,795,28,15,51
MN,831,1,15,54
MN,710,1,15,52
MN,578,47,16,35
MN,2184,40,16,34
MN,1567,6,16,34
MN,1062,31,16,37
MN,1360,7501,16,36
MN,385,46,16,37
MN,378,9,16,53
MN,616,54,16,31
MN,1559,1,16,36
MN,411,68,16,40
MN,1025,7501,16,34
MN,635,11,16,35
MN,848,43,16,37
MN,1508,33,16,37
MN,900,59,16,38
MN,547,26,16,36
MN,1570,21,16,38
MN,1463,1,16,40
MN,1510,20,16,38
MN,996,29,16,36
MN,1474,21,16,40
MN,1347,30,16,38
MN,1271,15,13,52
MN,1141,17,13,52
MN,1549,31,13,51
MN,935,42,13,51
MN,897,1,15,46
MN,1576,1,15,50
MN,1402,42,15,47
MN,573,7502,15,49
MN,874,7504,15,50
MN,565,11,15,51
MN,559,16,15,48
MN,386,5,15,50
MN,1137,61,15,49
MN,1602,69,15,52
MN,865,1,15,51
MN,1516,20,15,53
MN,1372,51,15,55
MN,1053,29,15,51
MN,705,1,15,52
MN,1517,16,15,56
MN,1373,7506,15,53
MN,1375,1,15,54
MN,1275,59,16,33
MN,784,47,16,37
MN,738,7504,16,33
MN,1199,61,16,35
MN,1113,7502,16,34
MN,931,24,16,33
MN,1509,34,16,25
MN,801,24,16,33
MN,809,80,16,32
MN,1118,29,16,34
MN,548,7501,16,34
MN,1517,69,16,33
MN,868,5,16,36
MN,872,74,16,36
MN,840,1,16,27
MN,483,8,16,33
MN,890,3,16,34
MN,1343,30,16,37
MN,789,36,16,36
MN,868,25,16,41
MN,1070,7501,16,44
MN,829,68,16,37
MN,799,30,16,36
MN,1051,7502,16,37
MN,791,36,12,54
MN,1007,29,12,54
MN,1279,17,12,53
MN,547,25,12,54
MN,1005,29,12,53
MN,1891,1,12,53
MN,1749,69,12,52
MN,1520,16,12,55
MN,606,8,12,54
MN,1267,7501,12,50
MN,1050,61,12,53
MN,1319,34,12,53
MN,1262,7501,12,55
MN,472,10,12,50
MN,1129,29,12,49
MN,1117,1,12,54
MN,463,7,16,33
MN,904,29,16,32
MN,1154,7501,16,35
MN,1276,65,14,33
MN,1026,7501,14,33
MN,348,73,13,52
MN,810,78,13,52
MN,1941,43,13,50
MN,1402,40,13,51
MN,869,16,13,52
MN,1493,14,13,52
MN,156,50,13,53
MN,1303,53,14,0
MN,1013,29,14,32
MN,1405,33,14,33
MN,1475,5,14,32
MN,1126,29,14,34
MN,73,10,14,35
MN,316,200,14,32
MN,646,19,14,34
MN,1299,22,14,34
MN,602,7501,14,35
MN,142,7502,14,35
MN,906,33,15,56
MN,834,1,15,55
MN,806,3,15,52
MN,700,36,15,52
MN,1070,1,15,54
MN,1168,61,15,50
MN,1058,29,15,53
MN,1286,53,15,55
MN,1059,3,15,52
MN,1279,63,15,54
MN,527,48,15,52
MN,1293,1,15,51
MN,1325,1,15,54
MN,793,14,15,56
MN,1305,13,15,54
MN,1288,3,15,53
MN,1029,7501,15,52
MN,889,7501,15,52
MN,1326,10,15,55
MN,1137,36,15,56
MN,1281,21,15,55
MN,775,2,14,34
MN,1068,10,14,36
MN,498,21,14,34
MN,1554,30,14,40
MN,1529,7501,14,36
MN,1428,128,14,34
MN,452,1,14,36
MN,705,1,14,34
MN,823,47,14,38
MN,1089,1,14,35
MN,1393,4,14,37
MN,1013,12,14,15
MN,784,1,14,40
MN,1436,7501,14,40
MN,1914,62,14,39
MN,634,36,16,37
MN,1032,61,16,36
MN,1263,17,16,36
MN,1315,44,16,37
MN,893,17,16,36
MN,241,13,16,40
MN,142,100,16,43
MN,1634,40,16,36
MN,775,7503,14,36
MN,582,43,14,36
MN,1004,29,14,32
MN,516,1,14,34
MN,1488,1,14,40
MN,754,41,14,36
MN,740,1,14,38
MN,1311,14,14,21
MN,1400,59,14,44
MN,507,1,14,34
MN,1323,7501,14,25
MN,834,21,14,27
MN,1902,61,14,25
MN,738,18,14,24
MN,1311,64,14,22
MN,1030,1,14,23
MN,507,23,13,50
MN,1012,42,13,50
MN,1395,50,13,47
MN,235,13,13,53
MN,1373,7506,13,50
MN,548,28,16,37
MN,1209,7501,16,36
MN,991,50,16,37
MN,844,3,16,37
MN,592,87,16,39
MN,1288,51,16,35
MN,441,7501,16,35
MN,1302,7501,16,39
MN,1296,14,14,31
MN,522,1,14,32
MN,712,14,14,32
MN,998,7501,14,30
MN,1206,1,14,29
MN,780,74,14,35
MN,464,1,14,32
MN,423,17,14,32
MN,1214,10,14,31
MN,978,1,14,33
MN,280,30,14,33
MN,1026,7501,14,37
MN,16,140,14,39
MN,1421,21,14,32
MN,439,1,14,42
MN,1443,51,13,52
MN,869,24,13,55
MN,1070,7501,13,53
MN,928,7505,13,52
MN,855,20,13,53
MN,1096,7501,13,52
MN,152,31,13,53
MN,1011,1,13,52
MN,1003,7501,13,49
MN,1422,21,13,55
MN,1162,12,13,55
MN,822,49,13,53
MN,1375,28,13,54
MN,66,1,13,57
MN,924,1,13,51
MN,1138,7502,13,55
MN,1022,26,13,54
MN,908,46,13,54
MN,780,74,13,51
MN,760,55,13,50
MN,1380,45,13,55
MN,919,4,16,34
MN,1149,31,16,35
MN,1030,1,12,53
MN,993,55,12,56
MN,1017,58,12,53
MN,262,25,12,53
MN,809,82,16,32
MN,1058,4,16,33
MN,665,20,16,33
MN,395,6,16,33
MN,1381,7504,16,36
MN,883,19,16,37
MN,1053,1,16,35
MN,1483,7501,16,34
MN,189,20,16,38
MN,16,125,16,35
MN,1119,1,16,35
MN,806,76,16,35
MN,175,33,16,35
MN,883,51,16,35
MN,1025,19,16,36
MN,602,7501,14,33
MN,1168,1,14,34
MN,418,50,14,35
MN,806,3,14,34
MN,1405,33,14,35
MN,1021,19,14,36
MN,1496,1,13,53
MN,995,5,13,52
MN,874,4,13,48
MN,1007,49,13,59
MN,573,6,13,51
MN,1426,44,13,52
MN,1158,7504,13,47
MN,1384,69,13,52
MN,1495,1,13,52
MN,1890,15,13,47
MN,1230,43,13,49
MN,559,32,13,54
MN,1491,57,13,51
MN,543,10,13,50
MN,1211,1,13,54
MN,826,1,13,55
MN,772,81,13,52
MN,1983,21,13,48
MN,1494,69,13,49
MN,1275,23,13,51
MN,1509,35,13,53
MN,903,58,13,52
MN,1005,29,14,36
MN,565,15,14,37
MN,1119,29,13,51
MN,934,1,13,52
MN,493,11,13,53
MN,1874,61,13,49
MN,1819,203,13,53
MN,779,43,13,53
MN,908,4,13,54
MN,746,78,13,53
MN,617,1,13,52
MN,591,54,13,51
MN,1033,29,13,54
MN,1887,15,13,57
MN,901,58,13,54
MN,1026,7502,13,46
MN,1014,41,10,12
MN,1431,21,15,52
MN,454,45,16,0
MN,1879,36,15,53
MN,1379,59,15,50
MN,32,7501,15,52
MN,1501,40,15,55
MN,788,36,15,54
MN,353,43,16,33
MN,1270,47,16,33
MN,906,31,16,34
MN,1386,52,16,39
MN,414,18,16,36
MN,707,13,16,35
MN,1312,7502,16,36
MN,1842,47,16,35
MN,63,13,16,32
MN,1308,7502,16,34
MN,1507,41,16,44
MN,794,30,16,44
MN,859,1,16,39
MN,1291,1,16,37
MN,618,24,16,37
MN,1137,36,16,30
MN,1511,69,16,37
MN,1350,38,16,37
MN,991,29,16,38
MN,1223,7501,16,38
MN,772,2,16,40
MN,1304,25,16,43
MN,1405,33,16,44
MN,857,17,16,37
MN,440,51,16,36
MN,881,1,16,38
MN,919,1,16,37
MN,1115,7,16,36
MN,872,73,16,39
MN,764,72,16,39
MN,1849,7501,12,50
MN,934,24,12,50
MN,783,1,12,47
MN,788,86,12,51
MN,434,36,12,50
MN,488,37,12,49
MN,537,36,12,52
MN,17,7502,12,50
MN,1265,71,12,45
MN,1132,21,12,53
MN,1070,50,12,53
MN,1515,7505,12,47
MN,372,49,12,52
MN,806,3,12,53
MN,846,4,12,52
MN,532,23,12,54
MN,1119,1,15,52
MN,1493,14,15,52
MN,803,65,15,54
MN,609,41,15,53
MN,1043,10,15,53
MN,1169,61,15,53
MN,1408,57,15,53
MN,1038,34,15,53
MN,1621,168,15,51
MN,931,1,15,53
MN,1241,1,15,54
MN,262,25,15,55
MN,1000,61,12,49
MN,1659,1,12,49
MN,740,1,12,47
MN,758,5,12,49
MN,875,67,12,48
MN,1380,35,12,51
MN,1270,1,12,49
MN,1863,1,12,48
MN,262,25,12,53
MN,1217,1,12,50
MN,764,42,15,54
MN,1388,73,15,49
MN,1515,29,15,49
MN,825,9,15,55
MN,612,51,15,53
MN,1284,21,15,54
MN,447,8,15,51
MN,793,7508,15,55
MN,613,53,15,53
MN,1487,1,15,52
MN,1375,27,15,52
MN,644,36,15,53
MN,781,10,15,53
MN,480,4,15,50
MN,1425,5,15,55
MN,1427,1,15,56
MN,439,28,14,32
MN,417,12,14,33
MN,967,2,14,33
MN,1016,15,14,31
MN,1092,30,14,31
MN,1346,26,14,31
MN,1274,7503,14,34
MN,1513,37,14,34
MN,557,22,14,33
MN,1506,1,14,32
MN,1514,58,14,33
MN,792,39,14,36
MN,606,7501,14,30
MN,151,28,14,35
MN,945,23,14,36
MN,227,1,14,35
MN,1376,69,14,39
MN,780,1,14,35
MN,1412,12,14,39
MN,1010,29,14,36
MN,1373,20,14,35
MN,1117,13,14,37
MN,1014,55,14,36
MN,749,1,14,38
MN,1258,1,14,33
MN,449,1,14,35
MN,1309,23,14,34
MN,1548,23,14,39
MN,1089,7501,14,36
MN,1139,7503,14,36
MN,1007,29,14,38
MN,1503,38,14,34
MN,848,28,15,56
MN,501,39,15,57
MN,533,30,15,56
MN,1129,29,15,56
MN,801,34,15,59
MN,908,27,15,56
MN,1129,29,16,2
MN,1037,7501,16,34
MN,1138,7502,16,35
MN,598,48,16,33
MN,610,1,16,35
MN,1341,1,16,34
MN,841,91,16,33
MN,1009,29,16,32
MN,780,45,16,37
MN,316,200,16,37
MN,512,17,16,34
MN,892,47,16,36
MN,1395,29,16,34
MN,690,12,16,38
MN,1375,127,16,37
MN,1896,65,16,37
MN,1544,19,16,35
MN,806,76,16,37
MN,978,1,16,39
MN,732,1,16,36
MN,560,7503,16,36
MN,824,11,16,40
MN,1195,29,16,41
MN,809,45,16,39
MN,1137,36,16,39
MN,914,59,16,38
MN,1229,8,16,35
MN,1626,40,16,40
MN,781,2,16,39
MN,773,9,16,38
MN,425,1,16,39
MN,1621,35,16,40
MN,874,73,16,41
MN,1330,7,16,44
MN,1494,23,16,40
MN,558,36,16,43
MN,616,54,16,44
MN,1381,35,16,40
MN,735,6,16,38
MN,1089,1,16,39
MN,847,7501,16,38
MN,1418,6,16,41
MN,142,100,16,38
MN,794,64,16,38
MN,526,1,16,35
MN,1545,47,16,37
MN,1132,35,16,37
MN,1570,48,16,37
MN,1027,20,16,39
MN,1304,20,14,25
MN,1269,1,13,51
MN,785,49,13,50
MN,1200,31,13,52
MN,1046,64,13,49
MN,1689,2,13,52
MN,1819,40,13,51
MN,1315,1,13,50
MN,522,10,13,51
MN,680,33,13,53
MN,915,28,13,52
MN,1258,9,13,54
MN,809,67,13,52
MN,1428,4,13,51
MN,585,28,13,51
MN,1048,41,13,56
MN,1384,7502,13,51
MN,1451,3,13,52
MN,889,68,13,50
MN,1553,39,13,52
MN,856,7503,13,53
MN,1279,25,13,53
MN,1374,1,13,51
MN,526,11,13,52
MN,914,29,13,52
MN,716,7502,13,54
MN,524,9,13,53
MN,997,1,13,52
MN,593,13,13,53
MN,842,7501,13,50
MN,1026,36,13,56
MN,148,10,13,51
MN,767,1,13,52
MN,73,10,13,52
MN,895,45,13,52
MN,885,27,14,35
MN,801,49,14,33
MN,886,7502,14,35
MN,489,25,14,35
MN,710,29,14,36
MN,550,23,14,37
MN,558,47,14,37
MN,1374,1,14,37
MN,1023,18,14,36
MN,849,60,14,34
MN,1149,18,14,37
MN,924,62,14,36
MN,1033,29,14,35
MN,1399,1,14,36
MN,999,3,14,36
MN,1285,7501,14,37
MN,1373,7505,14,39
MN,798,49,14,37
MN,628,4,14,37
MN,1299,7501,14,43
MN,1014,25,14,44
MN,1048,7503,14,42
MN,1029,27,14,36
MN,546,33,14,35
MN,762,42,14,32
MN,1285,7501,14,39
MN,1499,32,14,33
MN,785,43,14,35
MN,1473,4,14,34
MN,841,49,14,36
MN,1529,4,14,36
MN,1386,52,14,37
MN,411,7504,14,35
MN,516,38,14,33
MN,262,25,14,40
MN,997,47,14,36
MN,1054,62,14,38
MN,881,24,14,39
MN,316,200,14,35
MN,856,7502,14,39
MN,1522,29,15,53
MN,721,7501,15,52
MN,1819,40,15,53
MN,1384,32,15,56
MN,806,76,14,39
MN,1182,29,14,38
MN,524,9,14,39
MN,1289,14,14,35
MN,576,41,14,34
MN,1447,46,14,34
MN,1373,7505,14,35
MN,780,7501,14,35
MN,623,38,14,37
MN,778,7501,14,35
MN,1286,35,14,37
MN,1522,158,14,34
MN,1138,7501,14,39
MN,738,33,14,39
MN,1520,58,14,36
MN,618,7,14,39
MN,773,40,14,39
MN,888,35,14,37
MN,565,15,14,38
MN,618,5,14,41
MN,1311,29,14,38
MN,1113,20,14,39
MN,780,60,14,35
MN,1832,36,14,35
MN,1272,1,14,36
MN,780,73,14,36
MN,1116,29,14,35
MN,1872,1,14,36
MN,1879,62,14,33
MN,1378,9,14,34
MN,356,100,14,38
MN,760,74,14,37
MN,903,57,14,33
MN,1129,1,14,35
MN,1007,29,14,37
MN,1832,29,14,37
MN,1583,7501,14,40
MN,1542,43,14,40
MN,1125,25,14,39
MN,1122,23,14,42
MN,879,81,14,39
MN,996,14,14,39
MN,1045,29,14,39
MN,1634,3,16,35
MN,780,7501,16,35
MN,1197,113,16,37
MN,1284,33,16,37
MN,455,7,16,38
MN,685,38,16,38
MN,543,7501,16,37
MN,528,52,16,37
MN,740,1,16,34
MN,2023,153,16,36
MN,1322,7502,16,37
MN,233,12,16,40
MN,1614,69,16,37
MN,621,78,16,37
MN,600,29,16,38
MN,881,47,16,37
MN,563,1,16,38
MN,819,7505,16,39
MN,1501,40,16,37
MN,1624,69,16,37
MN,654,31,16,40
MN,1878,33,16,38
MN,835,1,15,52
MN,1233,7501,15,53
MN,1404,103,15,53
MN,531,4,15,51
MN,455,7,16,0
MN,1296,7502,15,52
MN,1413,64,15,51
MN,1151,7501,15,51
MN,846,33,15,54
MN,1285,15,15,54
MN,781,10,15,51
MN,879,7501,15,55
MN,1030,48,15,51
MN,223,21,15,55
MN,1397,16,15,56
MN,1515,33,15,55
MN,1277,14,15,52
MN,1033,109,15,57
MN,1171,133,15,54
MN,1390,7501,15,57
MN,1263,67,15,59
MN,1,10,15,56
MN,1030,1,12,50
MN,806,7502,12,55
MN,814,1,12,53
MN,230,1,12,53
MN,904,7,12,53
MN,1064,61,12,54
MN,1227,1,12,54
MN,431,31,12,56
MN,1837,29,12,50
MN,1017,1,16,31
MN,511,1,16,33
MN,1274,7504,16,32
MN,895,69,16,36
MN,176,13,16,33
MN,1261,30,16,36
MN,1007,61,16,35
MN,884,70,16,40
MN,1274,7503,16,35
MN,665,20,16,37
MN,1313,63,16,36
MN,1117,36,14,36
MN,644,60,14,37
MN,1553,27,14,38
MN,1146,7504,14,36
MN,1838,7502,14,35
MN,16,185,16,40
MN,1297,23,16,34
MN,498,21,12,47
MN,513,39,12,50
MN,1553,27,12,49
MN,149,33,12,50
MN,1499,69,12,49
MN,1405,27,12,46
MN,1137,10,12,50
MN,1287,7501,12,49
MN,1400,14,12,48
MN,1113,7502,12,52
MN,1224,1,12,50
MN,1555,23,12,51
MN,187,16,12,56
MN,1482,1,12,51
MN,1037,61,12,54
MN,1378,17,12,51
MN,1258,21,12,51
MN,926,34,12,54
MN,1513,7502,12,53
MN,1198,36,12,53
MN,783,48,12,53
MN,1405,25,12,50
MN,1512,7501,12,50
MN,1505,33,12,49
MN,1870,35,12,54
MN,740,7501,12,50
MN,1499,51,13,1
MN,1022,61,12,49
MN,632,55,12,51
MN,1576,49,12,49
MN,857,7503,12,51
MN,1115,57,12,52
MN,608,9,12,51
MN,773,41,12,49
MN,1553,2,12,50
MN,1197,3,12,55
MN,511,1,12,49
MN,1683,26,12,56
MN,838,7501,12,53
MN,565,15,12,51
MN,1069,1,12,56
MN,1061,63,12,55
MN,1037,7501,14,32
MN,1819,40,14,38
MN,1883,11,14,36
MN,521,84,14,33
MN,780,74,14,32
MN,800,77,14,36
MN,832,17,14,34
MN,644,38,14,35
MN,1186,1,14,34
MN,565,5,14,36
MN,1274,7504,14,32
MN,1199,61,14,36
MN,1622,52,14,35
MN,913,34,14,34
MN,464,58,14,40
MN,507,43,14,35
MN,781,1,14,35
MN,1373,10,14,40
MN,884,70,14,35
MN,1571,34,14,36
MN,1393,18,14,41
MN,1364,47,14,39
MN,1324,47,14,40
MN,1332,48,16,39
MN,591,36,16,39
MN,870,24,16,42
MN,685,38,16,38
MN,1500,33,16,38
MN,203,31,16,36
MN,1056,60,16,36
MN,1028,33,16,38
MN,740,1,16,41
MN,230,25,16,40
MN,1321,47,16,40
MN,879,1,16,38
MN,906,42,16,37
MN,1310,1,16,40
MN,846,41,16,40
MN,1868,20,16,44
MN,417,19,16,40
MN,857,17,16,43
MN,913,34,16,38
MN,1322,44,16,41
MN,1495,69,13,53
MN,607,38,13,52
MN,1569,7502,13,51
MN,1195,29,13,52
MN,1347,4,16,40
MN,128,2,16,38
MN,537,36,16,44
MN,1030,1,16,42
MN,519,36,13,51
MN,793,33,13,51
MN,680,33,13,52
MN,712,29,13,50
MN,1408,40,13,53
MN,417,13,13,53
MN,1196,35,13,57
MN,762,46,13,52
MN,836,1,13,53
MN,435,30,21,34
MN,1400,40,13,53
MN,1114,61,13,54
MN,1340,7501,13,53
MN,1090,7501,13,53
MN,700,36,13,52
MN,733,5,13,55
MN,939,38,13,49
MN,1165,7503,13,53
MN,1993,73,13,53
MN,1117,1,13,52
MN,1439,40,13,53
MN,1280,10,14,36
MN,1300,23,14,36
MN,1053,120,14,35
MN,1548,41,14,35
MN,810,78,14,40
MN,2142,178,14,41
MN,1021,12,14,43
MN,16,185,14,38
MN,1832,7501,14,37
MN,1315,48,16,36
MN,507,48,16,30
MN,1332,45,16,37
MN,16,220,16,37
MN,1140,46,16,34
MN,1244,63,16,34
MN,1539,7501,16,33
MN,806,76,16,33
MN,485,24,16,34
MN,873,40,16,35
MN,1873,10,16,32
MN,1303,14,16,36
MN,1347,44,16,35
MN,807,1,16,37
MN,1217,29,15,51
MN,1801,100,15,54
MN,1428,1,15,54
MN,1017,48,15,44
MN,1383,38,15,53
MN,557,41,15,53
MN,2177,170,15,54
MN,784,1,15,53
MN,1570,3,15,50
MN,1114,7502,15,55
MN,16,260,15,54
MN,1019,7501,15,54
MN,565,21,15,53
MN,623,20,15,54
MN,1376,37,15,49
MN,1521,17,15,54
MN,1602,69,15,55
MN,88,1,15,55
MN,1231,7,15,56
MN,571,12,15,54
MN,1024,29,15,57
MN,262,25,15,56
MN,1145,1,15,56
MN,1392,36,15,54
MN,1471,1,15,54
MN,1374,1,15,53
MN,1392,36,15,51
MN,1053,31,15,51
MN,397,7502,15,51
MN,1297,23,15,51
MN,809,82,15,55
MN,1171,63,15,54
MN,473,47,15,53
MN,445,31,15,53
MN,920,12,15,54
MN,1498,14,15,55
MN,1284,52,15,58
MN,1851,1,15,57
MN,1221,29,15,53
MN,802,77,15,54
MN,783,70,15,56
MN,410,12,15,56
MN,232,4,15,54
MN,1310,7,15,58
MN,1783,31,15,57
MN,79,15,15,56
MN,531,4,14,41
MN,809,3,14,38
MN,1119,36,14,41
MN,1628,1,14,43
MN,1465,14,14,44
MN,806,6,13,52
MN,367,100,13,52
MN,1235,42,13,51
MN,812,6,13,55
MN,1274,7504,13,51
MN,1051,40,13,52
MN,1556,1,13,53
MN,822,1,13,54
MN,645,44,13,53
MN,1602,7502,13,52
MN,807,7502,13,55
MN,747,28,14,1
MN,500,21,13,55
MN,1005,29,13,53
MN,1439,35,13,53
MN,1002,1,13,52
MN,485,21,13,53
MN,1060,62,13,57
MN,88,1,12,48
MN,389,36,12,51
MN,1090,7501,12,50
MN,1204,29,12,50
MN,477,68,12,51
MN,1211,33,12,52
MN,1424,21,12,48
MN,262,25,12,52
MN,577,37,12,55
MN,1289,3,12,53
MN,1887,40,12,51
MN,1053,1,12,52
MN,867,16,12,54
MN,1312,41,13,1
MN,646,19,12,53
MN,1392,160,12,53
MN,1104,29,12,52
MN,1059,102,12,54
MN,1516,1,12,53
MN,844,32,12,53
MN,1320,46,12,54
MN,1280,7501,12,53
MN,1988,115,12,51
MN,1313,1,16,30
MN,1070,7501,13,50
MN,609,31,13,57
MN,16,195,13,51
MN,1494,50,13,55
MN,1851,1,13,53
MN,1351,5,13,53
MN,556,44,13,52
MN,439,7,13,51
MN,784,39,13,52
MN,710,1,13,53
MN,1351,5,13,52
MN,463,28,13,55
MN,610,1,13,52
MN,179,68,13,55
MN,1270,1,13,54
MN,1137,36,13,54
MN,1011,45,13,54
MN,2068,20,13,54
MN,920,12,13,55
MN,1873,29,13,53
MN,1527,45,13,50
MN,1500,1,13,55
MN,1143,39,13,55
MN,763,42,12,50
MN,1373,50,16,37
MN,796,67,16,41
MN,1546,30,16,41
MN,894,7503,16,41
MN,753,51,16,39
MN,1422,21,16,41
MN,1279,45,16,41
MN,1116,1,16,41
MN,1375,49,14,35
MN,1048,17,14,37
MN,875,1,14,35
MN,1167,7501,14,34
MN,1284,56,14,33
MN,1121,40,14,35
MN,1062,1,14,35
MN,573,39,14,34
MN,898,21,14,33
MN,1302,21,14,35
MN,1034,63,14,33
MN,1508,34,14,34
MN,1992,13,14,39
MN,1147,33,14,38
MN,1166,61,14,36
MN,1305,7501,15,59
MN,1089,7501,15,57
MN,1295,40,15,57
MN,858,78,15,58
MN,1634,15,16,35
MN,1276,33,16,36
MN,740,1,16,35
MN,101,1,16,38
MN,924,30,16,36
MN,241,10,16,41
MN,569,4,16,38
MN,1025,7501,16,38
MN,1099,54,16,37
MN,1019,7502,16,24
MN,1054,30,16,39
MN,759,29,16,38
MN,783,70,16,37
MN,1333,23,16,39
MN,1319,103,16,41
MN,738,7502,16,35
MN,1382,17,16,39
MN,367,100,16,38
MN,708,65,16,40
MN,1416,1,14,40
MN,826,1,14,38
MN,547,1,14,38
MN,1092,29,14,38
MN,627,7503,14,41
MN,1269,30,14,38
MN,1212,64,14,38
MN,210,21,14,38
MN,1117,1,14,37
MN,457,20,14,37
MN,535,33,14,39
MN,1243,42,14,40
MN,1066,37,14,40
MN,742,74,14,40
MN,1873,29,14,39
MN,1137,36,14,40
MN,1025,7501,14,38
MN,620,19,14,40
MN,1566,7502,14,39
MN,1501,16,14,40
MN,886,87,14,40
MN,522,43,12,53
MN,1749,16,12,51
MN,1545,45,12,53
MN,240,6,12,54
MN,939,28,12,53
MN,1201,2,12,54
MN,12,1,12,53
MN,1373,7505,16,32
MN,241,13,16,33
MN,1216,7501,16,37
MN,1292,66,16,36
MN,1344,41,16,34
MN,831,4,14,34
MN,1233,16,14,33
MN,1744,13,14,33
MN,1585,23,14,35
MN,1048,63,14,24
MN,1515,33,14,34
MN,1395,20,14,34
MN,1024,15,14,35
MN,1245,73,14,35
MN,1158,7506,14,35
MN,419,49,14,37
MN,610,60,14,37
MN,1332,29,14,40
MN,665,20,14,39
MN,1750,34,16,39
MN,896,23,16,37
MN,882,85,16,42
MN,1048,1,16,34
MN,16,260,16,33
MN,927,1,16,37
MN,1005,29,16,34
MN,809,64,16,38
MN,508,25,16,37
MN,210,18,16,39
MN,1378,70,16,36
MN,2142,100,16,39
MN,210,18,16,38
MN,1495,132,16,39
MN,934,24,16,38
MN,1375,36,16,37
MN,834,80,16,39
MN,512,7503,16,38
MN,128,2,16,33
MN,814,15,16,39
MN,1283,21,13,52
MN,1090,1,13,54
MN,1051,7501,13,53
MN,1009,14,13,53
MN,488,21,13,52
MN,795,54,14,1
MN,1111,1,13,51
MN,387,40,13,52
MN,1311,17,13,52
MN,1169,48,13,53
MN,1041,1,13,54
MN,1413,7501,13,53
MN,629,24,13,55
MN,88,18,13,53
MN,1006,60,13,55
MN,708,65,14,1
MN,2050,7501,13,50
MN,1494,72,13,53
MN,1163,30,13,53
MN,1021,7501,13,54
MN,909,134,13,53
MN,316,200,16,39
MN,1819,203,16,35
MN,746,1,16,36
MN,895,19,16,38
MN,441,7501,16,36
MN,810,78,16,33
MN,897,40,16,39
MN,1373,50,16,36
MN,810,78,16,37
MN,1395,120,16,38
MN,1216,7501,16,36
MN,1167,29,16,35
MN,994,7501,16,38
MN,784,47,16,39
MN,1852,1,16,40
MN,316,200,16,37
MN,1491,23,16,45
MN,911,61,16,39
MN,1367,1,16,36
MN,807,39,16,38
MN,1463,21,16,39
MN,1202,7501,14,25
MN,751,76,13,53
MN,1236,44,13,51
MN,866,39,13,52
MN,1053,1,15,58
MN,720,77,15,57
MN,763,73,15,55
MN,550,1,15,54
MN,788,49,15,58
MN,405,1,15,57
MN,1521,20,15,57
MN,1439,30,15,54
MN,1305,13,15,58
MN,1373,7506,15,56
MN,1005,29,15,59
MN,837,1,12,49
MN,969,22,12,50
MN,33,7501,12,51
MN,719,101,12,50
MN,1171,133,12,55
MN,1279,45,12,54
MN,1259,29,12,55
MN,1277,2,12,53
MN,883,44,12,53
MN,477,1,12,55
MN,628,17,15,55
MN,1271,25,15,58
MN,1396,1,15,57
MN,386,1,15,56
MN,316,200,15,57
MN,1627,40,15,58
